"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","N.mu","N.q25","N.q975","Cab.mu","Cab.q25","Cab.q975","Car.mu","Car.q25","Car.q975","Cbrown.mu","Cbrown.q25","Cbrown.q975","Cw.mu","Cw.q25","Cw.q975","Cm.mu","Cm.q25","Cm.q975"
"BNL11092","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","293.665316877548","20160314",1.58787556977557,1.5841029593302,1.59937178392145,56.7865317385445,56.0248592230619,58.8845026433938,9.41943591967179,8.71877175594249,11.4548546790784,0.21956097358986,0.210365954662204,0.245154032598004,0.00973034026525543,0.00967595522289932,0.00988076580504963,0.00335570470322498,0.00326175121162447,0.0036286238263767
"BNL10423","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","323.774443909577","20160213",3.61595211238611,3.58806510311034,3.69709347961744,151.569168433462,150.11568330608,156.173533070385,26.5413314779771,25.4128265623894,30.0566373367145,0.191703213111689,0.184036699486012,0.213664811588984,0.033034895206138,0.0328685311891094,0.033579458046909,0.0238326673280218,0.0234385856285343,0.0249469323502494
"BNL11093","PA-PNM","SE_PSRPlus","ANTITR","Pittoniotis","trichantha","sunlit","145.141797947952","20160314",1.4524128029744,1.44931243942951,1.46102743992351,20.7325053959434,20.533100435401,21.2857453126903,8.85750380038132,8.59725784966409,9.6284630815327,0.11747908279624,0.109921050604578,0.13984146528323,0.00659473805194332,0.00655706739289778,0.00670522779752826,0.00330729521138709,0.0032402775101336,0.0035257077599771
"BNL10424","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","424.58514575483","20160213",3.78064367110849,3.75635973963724,3.84910402835216,132.552851723666,131.396174826766,135.981723988746,25.4522490000677,24.4864544577163,28.5214203779303,0.415577339949372,0.40765959040407,0.43819607887721,0.0293324170795161,0.0291986209024108,0.0297033002247552,0.0237864463570445,0.0234822372969666,0.0246886515811514
"BNL11094","PA-PNM","SE_PSRPlus","FICUIN","Ficus","insipida","sunlit","120.911238884054","20160314",1.85112927168241,1.84093827394999,1.8810585056068,56.0289795633113,55.3113338919261,58.1604322432051,9.85794461544361,9.25851609685375,11.6731785291013,0.0786941872802196,0.0692323146324618,0.105780331922304,0.0250744751460383,0.0249561645251434,0.0254288973277283,0.00225046787527317,0.00197195301048367,0.00305274514372679
"BNL10425","PA-PNM","SVC_HR-1024i","ANACEX","Anacardium","excelsum","sunlit","81.6279301054462","20160213",1.68840789023613,1.68335499675446,1.70391944782895,51.6378470616164,51.3128618500506,52.5126315665978,13.4402511009577,13.0318341557935,14.6066015139078,0.000864742159761187,0.000256203601064513,0.00303292635403545,0.0221672957365156,0.0221074614762356,0.022339393982155,0.00774279380893626,0.00757983202262427,0.00824325170281253
"BNL11098","PA-PNM","SE_PSRPlus","ANTITR","Pittoniotis","trichantha","sunlit","167.51761982217","20160314",1.48945403783926,1.48616698973532,1.49892157764449,27.4864752707582,27.2532744819772,28.1742845602101,7.69366840433936,7.46011445552756,8.40859944621633,0.114508290253775,0.107673846189202,0.134809980699839,0.00816657996775202,0.00812689794083717,0.00828598969477456,0.00435001364529026,0.00426869485102761,0.00459148007497279
"BNL10426","PA-PNM","SVC_HR-1024i","ANACEX","Anacardium","excelsum","sunlit","79.047256570657","20160213",1.69282456425537,1.67568239496292,1.82001539521426,48.1621896600366,46.4110188252545,63.4988429320663,11.0367186917948,11.0822881282245,12.6236454563905,0.00880495822758991,0.000339650903588137,0.0861130392277596,0.0199965735895771,0.0197586583387113,0.0209882417524894,0.00791566915750181,0.00763918667054386,0.0108788578363962
"BNL11099","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","113.017758774577","20160314",1.65541437142944,1.65083229213187,1.66868500802173,41.0092699343147,40.6250652467291,42.1462104514174,9.78095383869734,9.40814306692866,10.893429802605,0.00862116855516931,0.00340101978285083,0.0243936546655031,0.01241711212522,0.0123603026730154,0.0125888229280102,0.00334034362165208,0.0032171038471009,0.00368273068799936
"BNL10427","PA-PNM","SVC_HR-1024i","ANACEX","Anacardium","excelsum","sunlit","66.1790546386751","20160213",1.72941970985655,1.72409785842686,1.74501432405234,45.1237220243873,44.8820465959391,45.8971841842772,12.1652610974936,11.8695084043261,13.0038087005503,0.000751088260673426,0.000188834272425576,0.00275178468984717,0.0219565285052329,0.021894278459992,0.0221433180004549,0.0079825675325108,0.00782190818926584,0.00847301149642874
"BNL11100","PA-PNM","SE_PSRPlus","LUEHSE","Luehea","seemannii","sunlit","332.838430709097","20160314",2.68049919733347,2.66465654848465,2.72566089295027,110.093402785189,108.694949060942,114.436242517791,15.852052887792,14.4953477376598,19.8152413252717,0.191216946339394,0.181281116354669,0.221676681179929,0.0212476634562449,0.0211442069857873,0.0215518187817584,0.00994878719768481,0.00967254893188207,0.0107626351897507
"BNL10433","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","101.091631413911","20160213",1.78374153247909,1.77908985074683,1.7976838031667,46.1877032975977,45.9181595731364,47.0718309835899,11.9937785712622,11.6415371841075,13.0437406250678,0.00110273714530613,0.000288320439447335,0.00392605951870501,0.0164178536165799,0.0163645650062679,0.0165910173205211,0.00909926148164273,0.00895194915827179,0.00950377379449697
"BNL11101","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","361.504956426575","20160314",1.72001910159307,1.7151152893676,1.73429182957385,60.9793242078754,60.1527766500953,63.4066286944426,9.59647816104915,8.87813267150748,11.6695998155717,0.273940688807248,0.264597146712746,0.30051240160981,0.0106043484883065,0.0105476794661039,0.0107656545287132,0.00618180627477455,0.00606144319159143,0.00652478053817804
"BNL10434","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","85.7663816045068","20160213",1.74332896675862,1.7392259458432,1.75677560630349,39.519593106374,39.2922116879994,40.1353177850453,10.9530605002943,10.6771871826715,11.7827182009955,0.000939595920778372,0.000253001917885375,0.00349424095471318,0.0160610907519425,0.0160128773721274,0.0162116252888546,0.00840933927579727,0.00827518751115137,0.00879288367183864
"BNL11102","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","291.757292897616","20160314",1.74084536332318,1.73588378277848,1.75561513002493,48.0709184012309,47.4911195095738,49.732848624984,9.83228630868064,9.3146027310384,11.4111614057484,0.197522761632163,0.188615306836595,0.223127866246372,0.0100083396669096,0.0099568379999333,0.0101583432354999,0.00715122561956523,0.00702740257031913,0.00751127928638168
"BNL10435","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","87.5551454564461","20160213",1.72767778710406,1.72313477311763,1.74133519738633,53.2577952976424,52.8771858936095,54.2598173084976,13.5336566238462,12.9511597964455,14.9157350873415,0.00103529740511558,0.00031513983734419,0.00394064238994071,0.0178593740003252,0.0178006282918442,0.0180021945366739,0.00796634695529567,0.00782421328456814,0.00837279677545464
"BNL11103","PA-PNM","SE_PSRPlus","ANACEX","Anacardium","excelsum","sunlit","126.048861658052","20160314",1.63276284004422,1.62735910175661,1.64993864139589,51.4382856923428,50.9133695346564,52.9217119682122,12.9820980713906,12.340838688344,14.8480036084061,0.0194406176996889,0.0112404503258705,0.0412638181743203,0.0161017309395641,0.0160287781718914,0.0163296678712493,0.00346201852630739,0.00330347154851434,0.00394056415518113
"BNL10436","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","86.945225858678","20160213",2.0411954470503,2.03385222189583,2.06369611403838,73.771741056468,73.3581512422487,74.9579395376799,18.4867294677923,18.0167069954368,19.8966818027759,0.00174431018337864,0.000512038805874842,0.0061511794748436,0.0343274667124554,0.034252112929222,0.0345550213277905,0.0102626985856006,0.010064468378238,0.0108669426825148
"BNL11104","PA-PNM","SE_PSRPlus","LUEHSE","Luehea","seemannii","sunlit","249.813142500034","20160314",2.38896828836254,2.37727464702133,2.42342367588804,80.2493002719899,79.3298102594205,82.8087737432536,17.3102662404252,16.3143410957242,20.4253885498631,0.198277807003052,0.188932095235066,0.228295613360677,0.0207388216944224,0.0206437463112403,0.0210136068208259,0.00698648182499149,0.0067633556622859,0.00764995685953395
"BNL10437","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","110.613092426995","20160213",1.89676021695904,1.87846294379734,2.06838750405396,80.6331883388177,79.1090432333873,100.946326718146,20.3395075903325,19.6673702766162,23.2156920682235,0.00618467561374971,0.000502998474217249,0.0651048244298234,0.0273147684325388,0.0272147550725637,0.0282149080367479,0.00841358106348275,0.00782521730369247,0.0127335672242231
"BNL11106","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","87.7782593927546","20160314",1.61114101879621,1.60655851698888,1.62539918612484,35.7355731543497,35.4002584250354,36.7225640504697,9.6643758159611,9.28771856514411,10.763901999888,0.00569568025207368,0.00197103581397231,0.0179586086411596,0.0129849608779522,0.0129156578296897,0.0131838325574297,0.00252752393643181,0.00239635243997441,0.00291003902008062
